"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.346744800E1;1.656455383E0;-1.000669098E0;1.096739319E1;1.113682614E1
1.347750500E1;1.628313904E0;-1.069226532E0;1.104313568E1;1.121362998E1
1.348756200E1;1.298849030E0;-1.028062134E0;1.087099365E1;1.099647323E1
1.349761900E1;1.046174469E0;-9.294172668E-1;1.054063065E1;1.063311769E1
1.350767600E1;1.082249451E0;-8.659492493E-1;1.011521530E1;1.020973617E1
1.351773300E1;1.342857513E0;-7.833210754E-1;9.975256348E0;1.009567221E1
1.352779000E1;1.667981415E0;-7.270381165E-1;1.022224274E1;1.038291833E1
1.353784700E1;1.885179749E0;-7.731422424E-1;1.049033524E1;1.068638316E1
1.354790400E1;1.982028351E0;-7.882608032E-1;1.058448944E1;1.079727781E1
1.355796100E1;1.967658234E0;-8.201445007E-1;1.060439804E1;1.081654167E1
1.356801800E1;1.941313019E0;-8.833131409E-1;1.058868073E1;1.080134704E1
1.357807500E1;1.936972046E0;-8.360115051E-1;1.064541275E1;1.085244620E1
1.358813200E1;2.075284424E0;-7.246430969E-1;1.069256470E1;1.091617391E1
1.359818900E1;2.274071045E0;-7.261399841E-1;1.068508026E1;1.094849846E1
1.360824600E1;2.334844666E0;-7.379653931E-1;1.077025314E1;1.104510957E1
1.361830300E1;2.381996613E0;-7.934999084E-1;1.087144272E1;1.115759010E1
1.362836000E1;2.274520111E0;-7.946974182E-1;1.083192490E1;1.109664736E1
1.363841700E1;2.015259247E0;-7.430548096E-1;1.070319260E1;1.091658060E1
1.364847400E1;1.798360291E0;-7.439529419E-1;1.051802765E1;1.069656353E1
1.365853100E1;1.622775421E0;-8.051756287E-1;1.042941193E1;1.058557230E1
1.366858800E1;1.674867096E0;-8.238867188E-1;1.054856415E1;1.071243085E1
1.367864500E1;2.067949677E0;-7.586224365E-1;1.071861053E1;1.094260187E1
1.368870200E1;2.155517578E0;-7.945477295E-1;1.098535583E1;1.122299447E1
1.369875900E1;2.092049561E0;-8.837622070E-1;1.112830856E1;1.135768280E1
1.370881600E1;1.973196716E0;-8.635542297E-1;1.116543137E1;1.137128351E1
1.371887300E1;1.744172974E0;-8.069718933E-1;1.107052872E1;1.123610026E1
1.372893000E1;1.641486511E0;-7.792794800E-1;1.094538895E1;1.109519237E1
1.373898700E1;1.700912933E0;-7.918533325E-1;1.080752563E1;1.096917257E1
1.374904400E1;1.682351532E0;-7.818241882E-1;1.075393707E1;1.091277775E1
1.375910100E1;1.745669861E0;-7.801776123E-1;1.074286011E1;1.091169481E1
1.376915800E1;1.972897339E0;-8.264314270E-1;1.069286407E1;1.090470793E1
1.377921500E1;1.935774536E0;-7.738906860E-1;1.065933380E1;1.086128569E1
1.378927200E1;1.778302002E0;-7.312294006E-1;1.062565384E1;1.079822087E1
1.379932900E1;1.766775970E0;-7.714956665E-1;1.048614395E1;1.066189091E1
1.380938600E1;1.802850952E0;-7.030879211E-1;1.036070480E1;1.053986756E1
1.381944300E1;1.861079865E0;-6.610253906E-1;1.033870056E1;1.052564972E1
1.382950000E1;1.850451965E0;-6.271957397E-1;1.040725800E1;1.058907767E1
1.383955700E1;1.783241730E0;-5.412744141E-1;1.040216858E1;1.056778313E1
1.384961400E1;1.582808533E0;-5.439688110E-1;1.043300446E1;1.056639801E1
1.385967100E1;1.354383545E0;-6.195616150E-1;1.048539551E1;1.059064353E1
1.386972800E1;1.403481445E0;-6.414161682E-1;1.038465500E1;1.049867774E1
1.387978500E1;1.534908142E0;-7.143145752E-1;1.016326538E1;1.030330780E1
1.388984200E1;1.628014526E0;-6.746470642E-1;1.006926086E1;1.022230866E1
1.389989900E1;1.781744843E0;-6.586303711E-1;1.016506165E1;1.034102930E1
1.390995525E1;1.944905548E0;-6.113287354E-1;1.053823563E1;1.073362895E1
1.392001225E1;2.010169830E0;-5.137316895E-1;1.090078171E1;1.109647443E1
1.393006925E1;1.835333405E0;-5.724096680E-1;1.103789658E1;1.120407347E1
1.394012625E1;1.564396820E0;-5.465135193E-1;1.097412918E1;1.109853710E1
1.395018325E1;1.419647827E0;-6.012995911E-1;1.080034058E1;1.090982666E1
1.396024025E1;1.386566620E0;-5.930667114E-1;1.052835617E1;1.063581585E1
1.397029725E1;1.591789856E0;-4.483177185E-1;1.023571472E1;1.036844441E1
1.398035425E1;1.904040527E0;-4.194277954E-1;9.977501678E0;1.016621020E1
1.399041125E1;2.049388275E0;-3.746708679E-1;9.907597046E0;1.012427033E1
1.400046825E1;2.154918823E0;-3.082090759E-1;1.000773880E1;1.024175297E1
1.401052525E1;2.323767700E0;-2.936892700E-1;1.023331970E1;1.049795132E1
1.402058225E1;2.213297424E0;-4.047583008E-1;1.065184937E1;1.088689164E1
1.403063925E1;2.128723297E0;-5.641767883E-1;1.079255676E1;1.101494620E1
1.404069625E1;1.923949127E0;-6.670129395E-1;1.073657318E1;1.092796825E1
1.405075325E1;1.658700714E0;-4.864883423E-1;1.048838928E1;1.062987623E1
1.406081025E1;1.509760437E0;-2.526745605E-1;1.016476227E1;1.027937804E1
1.407086725E1;1.649270325E0;-8.801696777E-2;9.833201752E0;9.970942597E0
1.408092425E1;1.756597137E0;-8.202941895E-2;9.690997467E0;9.849253486E0
1.409098125E1;1.853745117E0;-1.167572021E-1;9.780211945E0;9.955026313E0
1.410103825E1;1.992805939E0;-1.441502380E-1;1.000145187E1;1.019907321E1
1.411109525E1;1.982477417E0;-1.969903564E-1;1.029573990E1;1.048671931E1
1.412115225E1;1.999242554E0;-3.197351074E-1;1.051443512E1;1.070759297E1
1.413120925E1;1.929786987E0;-3.363505554E-1;1.065663940E1;1.083518218E1
1.414126625E1;1.826651459E0;-2.621049500E-1;1.062161224E1;1.078072359E1
1.415132325E1;1.745669861E0;-2.387535095E-1;1.047985703E1;1.062693605E1
1.416138025E1;1.673669586E0;-8.307723999E-2;1.036504578E1;1.049963074E1
1.417143725E1;1.785636749E0;1.215472412E-1;1.027358597E1;1.042831918E1
1.418149425E1;2.105521545E0;2.462379456E-1;1.028481262E1;1.050101065E1
1.419155125E1;2.423759766E0;2.609074402E-1;1.025128235E1;1.053714733E1
1.420160825E1;2.597248993E0;3.463796997E-1;1.009710297E1;1.043154684E1
1.421166525E1;2.562820587E0;4.104464722E-1;9.887688446E0;1.022266592E1
1.422172225E1;2.242037659E0;4.632865906E-1;9.748927002E0;1.001413726E1
1.423177925E1;1.869163055E0;3.728746033E-1;9.885143738E0;1.006721772E1
1.424183625E1;1.574276276E0;2.748284912E-1;1.009470795E1;1.022042098E1
1.425189325E1;1.456022186E0;3.390449524E-1;1.026789780E1;1.037615908E1
1.426195025E1;1.531165924E0;4.857398987E-1;1.038330780E1;1.050683079E1
1.427200725E1;1.734742584E0;6.271957397E-1;1.039528290E1;1.055768028E1
1.428206425E1;1.858086090E0;7.096742249E-1;1.034334091E1;1.053284495E1
1.429212125E1;1.890867920E0;6.700067139E-1;1.017179764E1;1.036772674E1
1.430217825E1;1.904938660E0;6.411167908E-1;1.003782623E1;1.023707856E1
1.431223525E1;1.831591187E0;6.454577637E-1;1.017254608E1;1.035625588E1
1.432229225E1;1.738484802E0;5.831872559E-1;1.050066376E1;1.065956735E1
1.433234925E1;1.691482544E0;5.553451538E-1;1.083431992E1;1.097961791E1
1.434240625E1;1.726210327E0;6.415658569E-1;1.106992996E1;1.122206568E1
1.435246325E1;1.949096832E0;8.687933350E-1;1.105975113E1;1.126374162E1
1.436252025E1;2.306403809E0;9.870474243E-1;1.086425766E1;1.115015048E1
1.437257725E1;2.716700592E0;9.882449341E-1;1.045964905E1;1.085179010E1
1.438263425E1;2.838846588E0;9.434880066E-1;1.017479141E1;1.060545142E1
1.439269125E1;2.413580933E0;8.758287048E-1;1.014799713E1;1.046777410E1
1.440274825E1;1.903890839E0;7.493417358E-1;1.011880783E1;1.032359362E1
1.441280525E1;1.601220245E0;6.732998657E-1;1.000684067E1;1.015648065E1
1.442286225E1;1.567540283E0;7.774832153E-1;9.853559418E0;1.000771182E1
1.443291925E1;1.833986206E0;8.828640747E-1;9.671088867E0;9.882960804E0
1.444297625E1;2.208058319E0;8.824150085E-1;9.513017578E0;9.805696366E0
1.445303325E1;2.572250977E0;8.309220886E-1;9.258546753E0;9.645081367E0
1.446309025E1;2.607427826E0;9.051676941E-1;9.181307373E0;9.587200504E0
1.447314725E1;2.425256653E0;1.062640228E0;9.310039673E0;9.679251665E0
1.448320425E1;2.233804779E0;1.110690308E0;9.416019287E0;9.740889896E0
1.449326125E1;2.067799988E0;1.121767273E0;9.535470886E0;9.821372797E0
1.450331825E1;2.039808197E0;1.119072876E0;9.653724976E0;9.930133307E0
1.451337525E1;2.035018158E0;1.206940155E0;9.807455292E0;1.008881473E1
1.452343225E1;2.103575592E0;1.205293579E0;9.950557709E0;1.024164838E1
1.453348925E1;2.284998322E0;1.294807434E0;1.004246658E1;1.038021573E1
1.454354625E1;2.372416534E0;1.405876465E0;1.007420059E1;1.044482486E1
1.455360325E1;2.457888794E0;1.548829193E0;1.009964767E1;1.050918514E1
1.456366025E1;2.741399231E0;1.669178925E0;1.003153931E1;1.053248351E1
1.457371725E1;2.759960632E0;1.628762970E0;9.835297394E0;1.034424122E1
1.458377425E1;2.390379181E0;1.427880707E0;9.651180267E0;1.004480147E1
1.459383125E1;2.108515320E0;1.352138214E0;9.502988434E0;9.827558383E0
1.460388825E1;2.026336212E0;1.447789307E0;9.492659912E0;9.813904652E0
1.461394525E1;2.295476532E0;1.490899658E0;9.485325165E0;9.872354723E0
1.462400225E1;2.767295380E0;1.618883514E0;9.513167267E0;1.003887738E1
1.463405925E1;3.053799591E0;1.762584686E0;9.459878082E0;1.009562727E1
1.464411625E1;3.025658112E0;1.651216278E0;9.363777924E0;9.978048868E0
1.465417325E1;2.790946198E0;1.550326080E0;9.257648621E0;9.792698791E0
1.466423025E1;2.413730621E0;1.510808258E0;9.102122040E0;9.537151710E0
1.467428725E1;2.061513062E0;1.505269775E0;8.975485382E0;9.331399201E0
1.468434425E1;1.954186249E0;1.430874481E0;8.819060669E0;9.145604231E0
1.469440125E1;1.926344147E0;1.400188293E0;8.629255371E0;8.951836532E0
1.470445825E1;1.986069946E0;1.383423157E0;8.362809448E0;8.706027529E0
1.471451525E1;2.302960968E0;1.304686890E0;8.125852203E0;8.546069923E0
1.472457225E1;2.915936279E0;1.437460785E0;8.172255707E0;8.795154418E0
1.473462925E1;3.652853851E0;1.811233521E0;8.624914398E0;9.540076336E0
1.474468625E1;4.096830597E0;2.015858002E0;9.035660248E0;1.012377699E1
1.475474325E1;4.183500366E0;2.301613770E0;9.366023254E0;1.051292028E1
1.476480025E1;4.027524719E0;2.263742523E0;9.704619141E0;1.074826117E1
1.477485725E1;3.880829773E0;1.883233795E0;9.798623657E0;1.070609335E1
1.478491425E1;3.638783112E0;1.593735809E0;9.607022095E0;1.039594199E1
1.479497125E1;3.409609680E0;1.533411255E0;9.255702667E0;9.982225208E0
1.480502825E1;3.322341156E0;1.677860870E0;8.915609894E0;9.661328461E0
1.481508525E1;3.519032135E0;1.926643524E0;8.728798370E0;9.606636426E0
1.482514225E1;3.733685760E0;1.909728699E0;8.662785645E0;9.624517036E0
1.483519925E1;3.868405609E0;1.674268341E0;8.580756226E0;9.560183776E0
1.484525625E1;3.726800079E0;1.639989624E0;8.643026733E0;9.554083730E0
1.485531325E1;3.581302643E0;1.656904449E0;8.852740631E0;9.692372138E0
1.486537025E1;3.496578827E0;1.750160522E0;9.363628235E0;1.014724884E1
1.487542725E1;3.528163147E0;1.743574219E0;9.854457550E0;1.061123555E1
1.488548425E1;3.765868835E0;1.675316162E0;1.001582199E1;1.083074986E1
1.489554125E1;3.828139343E0;1.664089508E0;9.801467743E0;1.065329126E1
1.490559825E1;3.652404785E0;1.728904724E0;9.285041656E0;1.012626144E1
1.491565563E1;3.390449524E0;1.737137604E0;8.786129150E0;9.576474324E0
1.492571263E1;3.111429749E0;1.669178925E0;8.290659485E0;9.011225669E0
1.493576963E1;2.921325073E0;1.866019592E0;7.960595856E0;8.682583468E0
1.494582662E1;2.965932312E0;2.233206024E0;8.077203369E0;8.889610672E0
1.495588362E1;3.528761902E0;2.393971710E0;8.385113068E0;9.407092126E0
1.496594062E1;3.980672150E0;2.347268829E0;8.669371948E0;9.824124984E0
1.497599762E1;3.921245728E0;2.289189606E0;8.725654907E0;9.836341325E0
1.498605462E1;3.705843658E0;2.223775635E0;8.594228210E0;9.619730445E0
1.499611162E1;3.615132294E0;2.054926758E0;8.414302368E0;9.385754622E0
1.500616862E1;3.692221985E0;2.072590027E0;8.271948395E0;9.292645632E0
1.501622563E1;4.067641296E0;2.262844391E0;8.168064423E0;9.401247091E0
1.502628263E1;4.359683990E0;2.508333893E0;8.156987457E0;9.583059417E0
1.503633963E1;4.500690765E0;2.781815186E0;8.455766144E0;9.974702711E0
1.504639662E1;4.654121704E0;2.990331573E0;9.159752197E0;1.070065382E1
1.505645362E1;4.500690765E0;2.828069000E0;9.772577820E0;1.112463343E1
1.506651062E1;4.245172119E0;2.582579498E0;1.009949799E1;1.125571245E1
1.507656762E1;4.112996979E0;2.513872375E0;9.999655609E0;1.110087432E1
1.508662462E1;4.098477173E0;2.467468872E0;9.527238007E0;1.066087153E1
1.509668162E1;4.146377563E0;2.627635803E0;8.877888336E0;1.014464480E1
1.510673862E1;4.574038239E0;2.773282928E0;7.988437958E0;9.613951582E0
1.511679563E1;4.919819183E0;2.836301880E0;7.119195557E0;9.106710412E0
1.512685263E1;4.892575836E0;3.040177917E0;6.654711456E0;8.801429693E0
1.513690963E1;4.759352875E0;3.110381927E0;6.633455658E0;8.736626894E0
1.514696663E1;4.639152832E0;3.084635468E0;6.890471191E0;8.860886423E0
1.515702362E1;4.364174652E0;3.090922394E0;7.036268005E0;8.837923347E0
1.516708062E1;3.974385223E0;3.121159515E0;7.013365631E0;8.644343359E0
1.517713762E1;3.451223145E0;3.145858154E0;7.210206299E0;8.590369002E0
1.518719462E1;3.218008118E0;3.056194611E0;7.633825378E0;8.830129764E0
1.519725162E1;3.222498779E0;2.716251526E0;8.097261658E0;9.128426320E0
1.520730862E1;3.190016327E0;2.844684448E0;8.720415802E0;9.711543932E0
1.521736562E1;3.228935394E0;3.203338623E0;9.658515015E0;1.067587535E1
1.522742263E1;3.455863495E0;3.129542084E0;1.043884232E1;1.143269238E1
1.523747963E1;3.624562683E0;2.918331299E0;1.065409470E1;1.162599871E1
1.524753663E1;3.558699646E0;2.872227173E0;1.018092865E1;1.116088439E1
1.525759362E1;3.276835785E0;2.836601257E0;9.372609558E0;1.032616915E1
1.526765062E1;3.011138306E0;2.640658722E0;8.537047119E0;9.429804128E0
1.527770762E1;2.807262268E0;2.574945374E0;7.882158966E0;8.754398614E0
1.528776462E1;2.934797058E0;2.778971100E0;7.495363312E0;8.515643565E0
1.529782062E1;3.180436249E0;2.882855072E0;7.459587708E0;8.606478773E0
1.530787762E1;3.332220612E0;3.141367493E0;7.671397247E0;8.934328159E0
1.531793462E1;3.463048553E0;3.483555908E0;8.023614807E0;9.407776657E0
1.532799163E1;3.678300934E0;3.424728241E0;8.439899139E0;9.822960794E0
1.533804863E1;3.840114441E0;3.290457458E0;8.731642456E0;1.009035030E1
1.534810563E1;3.675007782E0;3.436703339E0;9.116791534E0;1.041309272E1
1.535816262E1;3.743265839E0;3.683090973E0;9.527088318E0;1.087853897E1
1.536821962E1;4.148772583E0;3.599414978E0;9.655221863E0;1.110816868E1
1.537827662E1;4.801565094E0;3.514691162E0;9.253906403E0;1.100194824E1
1.538833362E1;5.384602661E0;3.586242371E0;8.306227112E0;1.052846090E1
1.539839062E1;5.613626404E0;4.021836548E0;7.118147736E0;9.917459241E0
1.540844762E1;5.446573792E0;4.623884583E0;6.433770905E0;9.614514171E0
1.541850462E1;5.192851410E0;4.732558594E0;6.436165924E0;9.528223780E0
1.542856163E1;4.644391937E0;4.549788666E0;6.976841583E0;9.536627908E0
1.543861863E1;4.036056976E0;4.456233215E0;7.804470520E0;9.851778037E0
1.544867563E1;3.742068329E0;4.146976318E0;8.714577942E0;1.035105582E1
1.545873263E1;3.685785370E0;3.686234436E0;9.058712311E0;1.045148826E1
1.546878962E1;3.359314270E0;3.689078522E0;9.069489899E0;1.035132551E1
1.547884662E1;2.908601532E0;3.859873352E0;9.103169861E0;1.030661373E1
1.548890362E1;2.645299072E0;3.822301483E0;8.990603943E0;1.012119336E1
1.549896062E1;2.245480499E0;3.780688019E0;8.820407867E0;9.855728259E0
1.550901762E1;1.726659393E0;3.902834015E0;8.818910980E0;9.797278035E0
1.551907462E1;1.422641602E0;4.042643280E0;8.910071411E0;9.887175854E0
1.552913162E1;1.228794708E0;4.019291840E0;8.951385498E0;9.888981022E0
1.553918863E1;1.277892609E0;4.096980286E0;8.828341370E0;9.816204374E0
1.554924563E1;1.897154846E0;4.226311340E0;8.330326996E0;9.531802134E0
1.555930263E1;2.613864441E0;4.345164185E0;7.494315491E0;9.048618888E0
1.556935962E1;2.971470795E0;4.654570770E0;6.790479126E0;8.752443916E0
1.557941662E1;3.058140564E0;4.877606964E0;6.276148682E0;8.516649322E0
1.558947362E1;2.931054840E0;4.920717316E0;6.143973541E0;8.399580481E0
1.559953062E1;2.783910828E0;4.934039612E0;6.445746002E0;8.581523636E0
1.560958762E1;2.576292572E0;5.078189850E0;6.810986481E0;8.877771816E0
1.561964462E1;2.267335052E0;5.196144562E0;6.798412628E0;8.852069860E0
1.562970162E1;2.414778442E0;4.889432373E0;6.455326080E0;8.450380977E0
1.563975863E1;2.493365021E0;4.548441467E0;6.064339142E0;7.980062540E0
1.564981563E1;2.618205414E0;4.593048706E0;5.836363220E0;7.874911532E0
1.565987263E1;2.652184753E0;5.109474792E0;5.771997070E0;8.152101987E0
1.566992963E1;2.609373779E0;5.445226593E0;5.719456329E0;8.316940836E0
1.567998662E1;2.897823944E0;5.089266815E0;5.637127533E0;8.128666997E0
1.569004362E1;3.124302979E0;4.834346924E0;5.986650696E0;8.304948274E0
1.570010062E1;3.110830994E0;5.180576935E0;6.517446899E0;8.887787179E0
1.571015762E1;3.437002716E0;5.484894104E0;6.804549866E0;9.391429597E0
1.572021462E1;3.872896271E0;5.470224609E0;6.978188782E0;9.675629255E0
1.573027162E1;4.104315033E0;5.407804413E0;7.051386566E0;9.788350370E0
1.574032862E1;4.208049316E0;5.424868927E0;7.175777893E0;9.931196821E0
1.575038563E1;4.168082428E0;5.647456055E0;7.378157043E0;1.018350983E1
1.576044263E1;3.997886353E0;5.978567505E0;7.496860199E0;1.038890165E1
1.577049963E1;3.719165955E0;6.117478638E0;7.517517242E0;1.038117555E1
1.578055662E1;3.504811707E0;6.171965332E0;7.397017822E0;1.025147471E1
1.579061362E1;3.522774353E0;5.954317932E0;7.179669800E0;9.970531561E0
1.580067062E1;3.438349915E0;5.734425201E0;6.947053528E0;9.641962209E0
1.581072762E1;3.224893799E0;5.795947266E0;6.534212036E0;9.310685885E0
1.582078462E1;2.730322266E0;5.909710693E0;6.176905060E0;8.974045703E0
1.583084162E1;2.008822632E0;6.070925446E0;6.093229065E0;8.832833326E0
1.584089862E1;1.436263275E0;6.266568604E0;6.131699066E0;8.884282059E0
1.585095563E1;1.214873657E0;6.386918335E0;6.161487122E0;8.957263386E0
1.586101263E1;1.181493073E0;6.636150055E0;6.175707550E0;9.141869457E0
1.587106963E1;1.073866882E0;7.041956177E0;6.141877899E0;9.405583502E0
1.588112662E1;9.900411987E-1;7.302264862E0;6.028563538E0;9.520862987E0
1.589118362E1;1.039737854E0;7.612419891E0;5.864055634E0;9.665254258E0
1.590124062E1;1.361718292E0;7.788902893E0;5.507347412E0;9.635982591E0
1.591129700E1;1.855391693E0;7.891589355E0;5.079836426E0;9.566838506E0
1.592135400E1;2.250120850E0;8.050409088E0;4.657863922E0;9.569107933E0
1.593141100E1;2.321821747E0;8.293952637E0;4.337080994E0;9.643172616E0
1.594146800E1;2.088307343E0;8.492888947E0;4.260590057E0;9.728454032E0
1.595152500E1;1.810036011E0;8.464597778E0;4.546944580E0;9.777543195E0
1.596158200E1;1.720372467E0;8.054600372E0;5.189109192E0;9.734635216E0
1.597163900E1;1.790127411E0;7.539820862E0;5.920937347E0;9.752484496E0
1.598169600E1;1.999541931E0;7.258555756E0;6.450086975E0;9.914051724E0
1.599175300E1;2.615211639E0;7.074887695E0;6.260431366E0;9.802365465E0
1.600181000E1;3.184477844E0;7.395221558E0;5.603447571E0;9.809629234E0
1.601186700E1;3.231929169E0;8.198002167E0;5.116959229E0;1.018998908E1
1.602192400E1;2.987337799E0;8.625962219E0;4.885989532E0;1.035395118E1
1.603198100E1;2.700683899E0;8.487051086E0;4.889282684E0;1.016015821E1
1.604203800E1;2.458487549E0;8.104596405E0;5.220843201E0;9.949163163E0
1.605209500E1;2.471061401E0;7.675588531E0;5.494474182E0;9.757563748E0
1.606215200E1;2.816992035E0;7.262896729E0;5.282814331E0;9.412398221E0
1.607220900E1;3.085234222E0;7.124883728E0;4.786296844E0;9.120925163E0
1.608226600E1;3.113226013E0;7.120243378E0;4.522395630E0;8.991223732E0
1.609232300E1;2.872676239E0;7.059320068E0;4.579726410E0;8.891578183E0
1.610238000E1;2.530188446E0;7.067852325E0;4.768932953E0;8.893768131E0
1.611243700E1;2.144590302E0;7.281308441E0;5.024601288E0;9.102930203E0
1.612249400E1;1.786385193E0;7.289990387E0;5.278623047E0;9.176000936E0
1.613255100E1;1.597478027E0;7.151528320E0;5.162314911E0;8.963581238E0
1.614260800E1;1.587897949E0;7.369924164E0;4.652924194E0;8.859283585E0
1.615266500E1;1.278042297E0;8.032446442E0;4.197870483E0;9.152906891E0
1.616272200E1;8.819659424E-1;8.675958252E0;3.993395691E0;9.591523584E0
1.617277900E1;8.752299500E-1;8.934470673E0;3.897594910E0;9.786829913E0
1.618283600E1;1.221010895E0;8.637039185E0;3.867956543E0;9.542033394E0
1.619289200E1;1.788929901E0;8.141270142E0;3.950734406E0;9.224361878E0
1.620295000E1;2.540367279E0;7.666457520E0;3.808230743E0;8.929202552E0
1.621300600E1;3.093167725E0;7.495962067E0;3.394191742E0;8.790771949E0
1.622306300E1;3.163371735E0;7.598199463E0;2.822680206E0;8.700981517E0
1.623312000E1;2.698588257E0;7.888595581E0;2.254761200E0;8.636913042E0
1.624317700E1;1.877845001E0;8.391849060E0;1.843865662E0;8.794843550E0
1.625323400E1;1.185684357E0;8.590785370E0;1.508113861E0;8.802377411E0
1.626329100E1;7.247927856E-1;8.111781464E0;1.455273743E0;8.273097652E0
1.627334800E1;6.014492798E-1;7.226222992E0;1.518143005E0;7.408427509E0
1.628340500E1;8.080197144E-1;6.420448608E0;1.403032379E0;6.621446673E0
1.629346200E1;8.364605713E-1;6.066434784E0;9.858499146E-1;6.202676626E0
1.630351900E1;1.919009399E-1;6.412664795E0;6.367758179E-1;6.447059732E0
1.631357600E1;-8.244854736E-1;6.478078766E0;6.212081909E-1;6.559815577E0
1.632363300E1;-1.943109283E0;6.013894043E0;9.225315857E-1;6.386991449E0
1.633369000E1;-2.756517792E0;5.735772400E0;1.449585571E0;6.526773605E0
1.634374700E1;-3.027604065E0;5.611680450E0;1.851200409E0;6.639599898E0
1.635380400E1;-2.750380554E0;5.428461456E0;1.802850952E0;6.346893613E0
1.636386100E1;-2.427352295E0;5.437293091E0;1.225950623E0;6.079403774E0
1.637391800E1;-2.570903778E0;5.853876801E0;3.038681030E-1;6.400762115E0
1.638397500E1;-2.957849121E0;6.466253357E0;-4.110452271E-1;7.122517959E0
1.639403200E1;-3.271896057E0;7.020550690E0;-7.958949280E-1;7.786326768E0
1.640408900E1;-3.168012085E0;7.287745056E0;-9.648934937E-1;8.004907746E0
1.641414600E1;-2.682571564E0;7.322173462E0;-1.048270111E0;7.868245333E0
1.642420300E1;-2.327509918E0;7.552394714E0;-1.077459412E0;7.976019504E0
1.643426000E1;-2.282154236E0;7.915539551E0;-1.226399689E0;8.328748437E0
1.644431700E1;-2.543660431E0;8.044421539E0;-1.404229889E0;8.553057224E0
1.645437400E1;-2.867287445E0;7.772137756E0;-1.191522217E0;8.369419800E0
1.646443100E1;-3.402274933E0;7.587870941E0;-5.867797852E-1;8.336400342E0
1.647448800E1;-4.084406433E0;7.803871765E0;-1.916015625E-2;8.808130196E0
1.648454500E1;-4.265978851E0;8.030650177E0;1.718426514E-1;9.095023239E0
1.649460200E1;-3.893403625E0;7.761659546E0;7.604187012E-2;8.683762610E0
1.650465900E1;-3.251538391E0;7.390581207E0;1.092727661E-2;8.074237543E0
1.651471600E1;-2.492017822E0;7.288194122E0;1.182540894E-2;7.702471437E0
1.652477300E1;-1.639540558E0;7.357799377E0;1.067280579E-1;7.539011593E0
1.653483000E1;-9.268725586E-1;7.398664398E0;3.754193115E-1;7.465940482E0
1.654488700E1;-2.035766602E-1;6.766079865E0;8.259823608E-1;6.819349459E0
1.655494400E1;-1.107696533E-2;5.860612793E0;1.590592346E0;6.072634438E0
1.656500100E1;-8.526269531E-1;5.724096680E0;2.583926697E0;6.337896551E0
1.657505800E1;-1.826352081E0;6.104755096E0;3.288062439E0;7.170421976E0
1.658511500E1;-2.031575317E0;5.986351318E0;3.555107117E0;7.252757199E0
1.659517200E1;-1.924697571E0;5.582042084E0;3.560046844E0;6.894750764E0
1.660522900E1;-1.876048737E0;5.329217834E0;3.024161224E0;6.408250362E0
1.661528600E1;-1.794468384E0;4.561464386E0;2.238744507E0;5.388789390E0
1.662534300E1;-1.436712341E0;3.337310028E0;1.444346466E0;3.909976635E0
1.663540000E1;-1.133442993E0;2.494562531E0;7.253915405E-1;2.834383200E0
1.664545700E1;-1.451082458E0;2.692301331E0;2.155517578E-2;3.058527649E0
1.665551400E1;-1.916165314E0;3.157683563E0;-5.307962036E-1;3.731541184E0
1.666557100E1;-2.442470856E0;3.522325287E0;-4.782554626E-1;4.312907093E0
1.667562800E1;-2.828518066E0;3.506907349E0;4.490661621E-2;4.505655358E0
1.668568500E1;-2.726430359E0;2.962040405E0;9.026229858E-1;4.125752552E0
1.669574200E1;-1.936223602E0;2.222428436E0;1.790426788E0;3.448735722E0
1.670579900E1;-6.518943787E-1;1.753902740E0;2.138902130E0;2.841838037E0
1.671585600E1;5.622308350E-1;2.072590027E0;1.787283325E0;2.793942486E0
1.672591300E1;1.271755371E0;3.285218353E0;6.568341064E-1;3.583497230E0
1.673597000E1;1.463955688E0;4.500541077E0;-6.120771790E-1;4.772072371E0
1.674602700E1;1.199306030E0;5.037923584E0;-9.668394470E-1;5.268186359E0
1.675608400E1;7.185058594E-1;4.708309021E0;-2.888992310E-2;4.762904485E0
1.676614100E1;2.857557678E-1;3.990102539E0;1.688189392E0;4.341953253E0
1.677619800E1;5.893244934E-1;3.235671387E0;3.255879364E0;4.627917795E0
1.678625500E1;1.763632507E0;2.805915070E0;4.332889709E0;5.455042826E0
1.679631200E1;3.114423523E0;3.278482361E0;4.805457001E0;6.598522369E0
1.680636900E1;3.798950043E0;4.046684875E0;4.827610931E0;7.356188362E0
1.681642600E1;3.668421478E0;4.325554962E0;5.135820007E0;7.651430521E0
1.682648300E1;2.696492615E0;4.130660248E0;6.520141296E0;8.175920072E0
1.683654000E1;1.538500671E0;3.758833466E0;7.985593872E0;8.959102791E0
1.684659700E1;1.376088409E0;3.039728851E0;8.827293549E0;9.436878837E0
1.685665400E1;2.509830780E0;2.259850616E0;8.995094604E0;9.608220558E0
1.686671100E1;4.577780457E0;2.569257202E0;8.748706970E0;1.020279521E1
1.687676800E1;6.235283661E0;3.447929993E0;8.535250854E0;1.111834029E1
1.688682400E1;6.172863464E0;4.366719360E0;9.083410950E0;1.181866472E1
